SiteFactID,SiteSourceID,Name,UDSNumber,Phone,Fax,AdminPhone,Site,Hours,MigrantHealth,CommunityHealth,SchoolBased,PublicHousing,Homeless,Address,City,State,ZIP,LocationSetting,LocationType,HealthCenterType,OperationalSchedule,OperatingCalendar,CountyFIPS,County,StateCountyFIPS,StateFIPS,State_Name,HHSRegion,BPHCAssignedNumber,SiteOpenDate,SiteAddtoScopeDate,lat,lon,filter_$
7678,64FDF357-4FD9-4687-9559-52F732D5F602,TFHC #15 - Osborne &amp; 22nd Street,,813-272-6240,813-247-5591,813-866-0930,http://tchc.hcnetwork.org/,68,N,Y,N,N,Y,North 22nd Street And Eas,Tampa,FL,33605,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,57,Hillsborough,12057,12,Florida,Region IV,BPS-H80-008843,40132,39993,27.975695,-82.434749,1
7686,59DB2292-005C-4D74-A7FB-F782C7E37729,COMMUNITY CARE FAMILY HEALTHCARE CENTER BUILDING A,04431O,863-494-6222,863-491-6234,941-776-4000,WWW.MCRHS.ORG,74,Y,Y,N,N,N,1110 E Gibson St,Arcadia,FL,34266-5011,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,27,DeSoto,12027,12,Florida,Region IV,BPS-H80-005472,36533,36533,27.223732,-81.846828,1
7688,9F95944A-D97D-44A2-BE1A-CE63DE3094DC,Suncoast Community Health Centers Inc Administration,,813-349-7568,813-349-7561,813-349-7568,www.suncoast-chc.org,,Y,Y,N,N,N,13112 Elk Mountain Dr,Riverview,FL,33579-7182,Unknown,Permanent,Administrative,Full-Time,Year-Round,57,Hillsborough,12057,12,Florida,Region IV,BPS-H80-008685,39965,39993,27.7947,-82.330301,1
7690,9ACF9E8E-E83A-4E81-A3CC-2B8FB67A07FE,Muscogee Creek Indian Tribal Health Center,,850-872-4128,850-872-4131,850-872-4128,,4,N,Y,N,N,N,278 Church Rd,Bruce,FL,32455-4769,All Other Clinic Types,Permanent,Service Delivery Site,Part-Time,Year-Round,131,Walton,12131,12,Florida,Region IV,BPS-H80-010485,40603,40646,30.477581,-85.960972,1
7733,3B491CA7-944A-4453-9322-4C820B07ED63,South Fort Myers Women's Health Office,,239-344-2348,,239-278-3600,www.fhcswf.org,40,Y,Y,N,N,Y,13195 Metro Pkwy Ste 6-9,Fort Myers,FL,33966,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,71,Lee,12071,12,Florida,Region IV,BPS-H80-009455,,40308,26.551028,-81.852826,1
7737,6ACEBCBD-3515-4D88-8DCE-3BEAADD6A9DD,Manor Healthcare Center,,941-776-4000,,941-776-4000,www.mcrhs.org,,Y,Y,N,N,N,1700 21st Ave W,Bradenton,FL,34205-5717,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,81,Manatee,12081,12,Florida,Region IV,BPS-H80-008958,12/31/1899,39916,27.480903,-82.578681,1
7805,CA0AC4C1-8699-4DE2-8172-B51B66A365C5,MOBILE MEDICAL UNITS,041358A,407-428-5751,407-428-6204,407-428-5751,hcch.org,40,Y,Y,N,N,Y,232 N Orange Blossom Trl,Orlando,FL,32805-1612,All Other Clinic Types,Mobile Van,Service Delivery Site,Full-Time,Year-Round,95,Orange,12095,12,Florida,Region IV,BPS-H80-003969,39092,39092,28.545388,-81.397337,1
7827,13470290-4638-43C9-A39F-0AC912EFFD30,CAMILLUS HEALTH CONCERN INC.,42400,305-577-4840,305-373-7431,305-577-4840 x222,http://www.camillushouse.org/camillus_programs/comprehensive_healing/health_concern/index.php,40,N,Y,N,N,Y,336 NW 5th St,Miami,FL,33128-1616,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-000289,35947,32690,25.778756,-80.200363,1
7830,27678F6C-01FE-4BD1-AABD-A89BBC147AE5,Suncoast Mobile Dental Van,,813-349-7800,,813-349-7568,,30,Y,Y,N,N,N,2814 14th Ave SE,Ruskin,FL,33570-5471,All Other Clinic Types,Mobile Van,Service Delivery Site,Part-Time,Year-Round,57,Hillsborough,12057,12,Florida,Region IV,BPS-H80-009993,,40435,27.705727,-82.395752,1
7860,F43869E3-96E9-4424-8DD9-CD14425C99B3,Northeast Florida Health Services Deltona,,386-532-0515,,386-749-2056,,40,N,Y,N,N,N,2160 Howland Blvd,Deltona,FL,32738-3467,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,127,Volusia,12127,12,Florida,Region IV,BPS-H80-007644,12/31/1899,39722,28.924479,-81.189573,1
7867,7FFAC967-15AA-4FEF-95D1-9474CAC97F4B,TREASURE COAST COMMUNITY HEALTH INC.,413190,772-571-8828,772-571-1602,772-571-1986,,44,Y,Y,N,N,N,12196 County Road 512,Fellsmere,FL,32948-5463,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,Full-Time,Year-Round,61,Indian River,12061,12,Florida,Region IV,BPS-H80-003264,34912,34335,27.767654,-80.577795,1
7913,905081F9-D20E-4673-B654-BDD53F668B08,DUNDEE CLINIC,04021D,863-419-3330,863-419-3429,863-452-3003,http://www.cfhconline.org/,51.5,Y,Y,N,N,N,916 Dundee Rd,Dundee,FL,33838-4198,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,105,Polk,12105,12,Florida,Region IV,BPS-H80-004190,35807,35807,28.018658,-81.634125,1
7916,4E4D42C6-9F16-4DA5-902A-0119931D7974,FoundCare Inc.,,,,561-472-9160,,,,,,,,2330 S Congress Ave,Palm Springs,FL,33406-7608,All Other Clinic Types,Permanent,Service Delivery Site,Unknown,Year-Round,99,Palm Beach,12099,12,Florida,Region IV,BPS-LAL-010167,,40380,26.642599,-80.088086,1
7939,FFD0200E-83BC-463C-B75F-8ED3D678D9D3,Hialeah-Miami Lakes Senior High School,,305-823-1330,305-362-4188,305-424-3100,unkn,40,N,Y,N,N,N,7977 W 12th Ave,Hialeah,FL,33014-3534,School,Seasonal,Service Delivery Site,Full-Time,Seasonal,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-007597,39678,39668,25.894978,-80.308042,1
7954,AE742075-04C1-41E0-BB0E-30B35FA71677,Eastside Family Dental Center,,352-375-3790,,386-328-0108,,40,Y,Y,N,N,N,410 NE Waldo Rd,Gainesville,FL,32641-5685,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,1,Alachua,12001,12,Florida,Region IV,BPS-H80-009633,40392,40398,29.655054,-82.30944,1
7965,1480A35E-00A3-42C9-BBAF-67A94AB6BA68,Thena Crowder Elementary,,305-836-0012,,305-805-1700,,40,N,Y,N,N,N,757 NW 66th St,Miami,FL,33150-4359,School,Seasonal,Service Delivery Site,Full-Time,Seasonal,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-011219,40770,40969,25.835209,-80.209762,1
7985,DAF8FCB1-40A1-49C9-A066-1D0E4E20AC9D,Manatee General Surgery/GI,,941-747-8404,,941-776-4000,,40,Y,Y,N,N,N,250 2nd St E Ste 4G,Bradenton,FL,34208-1028,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,81,Manatee,12081,12,Florida,Region IV,BPS-H80-007907,39753,39753,27.496373,-82.561227,1
8004,581103CC-69B3-4B8E-AE73-8FFD1E4C9B29,PORT ST. LUCIE CHILDRENS HC,04037K,772-335-8455,772-335-4959,561-844-9443,www.fchcinc.org,40,Y,Y,N,N,N,1701 SE Hillmoor Dr Ste 19,Port Saint Lucie,FL,34952-7552,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,111,St. Lucie,12111,12,Florida,Region IV,BPS-H80-003165,38382,38356,27.286789,-80.294796,1
8011,E7240F3D-D862-4354-B927-79811A18C8FC,LEE CNTY MED&amp;DENTAL SVS FOR HCH,04168L,239-334-2510,239-334-0303,239-278-3600,www.fhcswf.org,36,Y,Y,N,N,Y,2400 Edison Ave,Fort Myers,FL,33901-5106,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,71,Lee,12071,12,Florida,Region IV,BPS-H80-002671,37422,37438,26.633513,-81.864268,1
8024,C7DB6EF0-0B1F-4131-B2AD-7F888E35C885,BARBARA GOLEMAN SENIOR HS SBHC,043818E,305-362-0676,305-827-0249,305-424-3130,unkn,40,N,Y,N,N,N,14100 NW 89th Ave,Hialeah,FL,33018-1384,School,Seasonal,Service Delivery Site,Full-Time,Seasonal,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-002811,38887,38887,25.900857,-80.344465,1
8098,7928FFEF-2CA8-4902-BD79-6201C2352BDC,HEALTH CARE CENTER FOR THE HOMELESS,413580,407-428-5751,407-428-6204,407-428-5751 x332,hcch.org,65,Y,Y,N,N,Y,232 N Orange Blossom Trl,Orlando,FL,32805-1612,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,Full-Time,Year-Round,95,Orange,12095,12,Florida,Region IV,BPS-H80-002168,37259,37259,28.545388,-81.397337,1
8113,4D7010F6-0BD9-4AA0-9A5D-13EBADADA109,Kay Freeman Health Center,,,850-576-2824,850-575-5293,bondchc.com,40,N,Y,N,Y,Y,2700 Municipal Way,Tallahassee,FL,32304-3806,All Other Clinic Types,Permanent,Service Delivery Site,Unknown,Year-Round,73,Leon,12073,12,Florida,Region IV,BPS-H80-008266,39994,39873,30.439924,-84.332747,1
8188,6B2354D7-8B76-4563-B126-F7B36CF231C8,JOHN A. FERGUSON SENIOR SBHC,04032T,305-408-2700,305-225-8049,305-252-4853,www.chisouthfl.org,40,Y,Y,N,N,Y,15900 SW 56th St,Miami,FL,33185-3880,School,Permanent,Service Delivery Site,Full-Time,Year-Round,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-005476,39162,39162,25.713291,-80.449697,1
8205,2BC0D5B6-4FEA-43D5-BD0E-D6DB2A126A84,Center for Women and Family Health at Stadium Place,,407-343-2050,407-343-2169,407-343-2050,www.osceolahealth.org,44,N,Y,N,N,N,1503-1507 Bill Beck Blvd,Kissimmee,FL,34744-9516,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,97,Osceola,12097,12,Florida,Region IV,BPS-H80-007589,36654,39629,28.304271,-81.365492,1
8209,0D44D1D3-445E-4389-A69A-954E41B4FF8F,East Lee County Medical Office,,239-344-2305,239-368-2044,239-278-2600,www.fhcswf.org,40,Y,Y,N,N,Y,5220 Lee Blvd,Lehigh Acres,FL,33971-1021,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,71,Lee,12071,12,Florida,Region IV,BPS-H80-010885,40770,40795,26.621139,-81.736236,1
8229,7C7107CB-8AFF-454B-8696-8EC288F2295C,South Wood Middle School,,305-251-5361,305-254-2011,305-252-4853,www.chisouthfl.org,40,Y,Y,N,N,Y,16301 SW 80th Ave,Village Of Palmetto Bay,FL,33157-3730,School,Permanent,Service Delivery Site,Full-Time,Year-Round,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-007637,39678,39678,25.619115,-80.322773,1
8240,5FF9CF9A-4AC6-408D-ADA8-EA0299FAC7EE,COMMUNITY HLTH CTRS @ CLEARWATER,04907B,727-461-1439,727-461-1692,727-824-8100,www.chcpinellas.org,48,N,Y,N,N,N,1020 Lakeview Rd,Clearwater,FL,33756-3423,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,103,Pinellas,12103,12,Florida,Region IV,BPS-H80-005175,33512,33512,27.949878,-82.792342,1
8250,E3425ACF-A138-43E6-B45D-40FC0DC2B56A,GULF COUNTY HEALTH DEPT.,04594A,850-639-4414 x104,850-639-5934,850-227-1276 x103,http://www.doh.state.fl.us/chdGulf/index.htm,,N,Y,N,N,N,232 E Lakeview Dr,Wewahitchka,FL,32465-7515,Unknown,Permanent,Administrative,Full-Time,Year-Round,45,Gulf,12045,12,Florida,Region IV,BPS-H80-001458,20455,37267,30.090505,-85.187595,1
8266,24E588F6-B55A-49C6-8BA8-0A7E30D7D884,FT. PIERCE COMMUNITY HEALTH CTR,04037E,772-461-1402,772-461-9972,561-844-9443,www.fchcinc.org,40,Y,Y,N,N,N,1505 Delaware Ave,Fort Pierce,FL,34950-3975,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,111,St. Lucie,12111,12,Florida,Region IV,BPS-H80-000284,28369,28369,27.443326,-80.322068,1
8355,338E9F9F-C444-4408-B06D-5E4DD2296F59,Children's Wellness Center,,305-835-8122,305-805-1715,305-805-1700,www.jtchc.org,40,N,Y,N,N,N,1190 NW 95th St Ste 304,Miami,FL,33150-2066,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-007603,39608,39611,25.861667,-80.214557,1
8363,82FD58F7-E447-4157-B031-8EBA735629A0,South Miami Middle School,,305-661-3481,305-446-5409,305-351-1316,www.helenbbentleyfamilyhealthcenter.com,40,N,Y,N,N,N,6750 SW 60th St,South Miami,FL,33143-1909,School,Permanent,Service Delivery Site,Full-Time,Year-Round,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-007627,39678,39680,25.714572,-80.304181,1
8375,238A1CD4-007F-458A-9D0C-EEB8EE89303A,Gratigny Elementary,,305-681-6685,305-805-1715,305-805-1700,www.jtchc.org,40,N,Y,N,N,N,11905 N Miami Ave,Miami,FL,33168-4519,School,Seasonal,Service Delivery Site,Part-Time,Seasonal,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-007399,39172,39172,25.884489,-80.19842,1
8395,1AFAC296-4A8B-4CB3-8460-5E82D56D66C7,Bradenton Family Medical Center,,941-753-7843,941-776-4000,941-776-4000,www.mcrhs.org,40,Y,Y,N,N,N,4805 26th St W,Bradenton,FL,34207-1706,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,81,Manatee,12081,12,Florida,Region IV,BPS-H80-011253,40892,40989,27.456057,-82.587601,1
8420,E51EF5F7-4675-4A65-BAF3-E06773FC26C3,PALATKA FAMILY DENTAL CENTER,04034D,386-328-7638,386-328-9644,386-328-0108,,44,Y,Y,N,N,N,2503 President St,Palatka,FL,32177-5433,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,107,Putnam,12107,12,Florida,Region IV,BPS-H80-004953,29594,29594,29.64162,-81.654922,1
8448,3862EB99-560A-4CCB-8701-0C3DB2A3801E,TREASURE COAST COMMUNITY HEALTH INC. South County,,772-257-8224,772-257-0166,772-571-1986,,44,Y,Y,N,N,N,1545 9th St SW,Vero Beach,FL,32962-4312,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,61,Indian River,12061,12,Florida,Region IV,BPS-H80-009326,40105,40123,27.586989,-80.400666,1
8465,7F3F7206-28DE-4F7F-BFAB-6013DA74D47E,Women and Children Community Health Center,,813-307-8057,,813-349-7568,,40,Y,Y,N,N,N,302 N Michigan Ave,Plant City,FL,33563-3410,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,57,Hillsborough,12057,12,Florida,Region IV,BPS-H80-010658,40725,40736,28.017571,-82.120682,1
8472,657344B0-CE40-4C40-9B11-8775D4FA4C86,SALVATION ARMY,04168N,239-334-2510,239-334-0303,239-278-3600,www.fhcswf.org,36,Y,Y,N,N,Y,2400 Edison Ave,Fort Myers,FL,33901-5106,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,71,Lee,12071,12,Florida,Region IV,BPS-H80-002975,37422,37438,26.633513,-81.864268,1
8476,35E2943A-EA1D-4359-847A-1AA13166836D,TFHC #26 - Floyd Kelton,,813-307-8055,,813-866-0930,,40,N,Y,N,N,Y,4704B W Montgomery Ave,Tampa,FL,33616-1042,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,57,Hillsborough,12057,12,Florida,Region IV,BPS-H80-010684,,40751,27.877917,-82.52438,1
8486,62812F9D-B492-4605-897A-1172D975D671,COMMUNITY HEALTH CENTERS OF PINELLAS INC.at Johnnie Ruth Clarke Health Center at the Historic Mercy Hospital,49070,717-821-6701,727-895-3762,727-824-8100,www.chcpinellas.org,48,N,Y,N,N,N,1344 22nd St S,Saint Petersburg,FL,33712-2744,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,Full-Time,Year-Round,103,Pinellas,12103,12,Florida,Region IV,BPS-H80-000433,31198,37839,27.756858,-82.662974,1
8488,BCCCAFC9-5E7D-45F1-8C64-0F15B24B51F5,Lakeview Center Inc.,,850-436-4630,850-436-2096,850-472-0053,,40,N,Y,N,N,N,1221 W Lakeview Ave,Pensacola,FL,32501-1857,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,33,Escambia,12033,12,Florida,Region IV,BPS-H80-009508,,40336,30.431765,-87.233031,1
8492,0579C4C3-BC4F-434F-93F2-23D8FA5BE819,EDGAR J. PRICE FAMILY &amp; CHILDREN HEALTHCARE CENTER,44310,941-776-4050,941-776-4064,941-776-4000,WWW.MCRHS.ORG,44,Y,Y,N,N,N,12271 Us Highway 301 N,Parrish,FL,34219-8410,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,81,Manatee,12081,12,Florida,Region IV,BPS-H80-000856,38721,38721,27.58203,-82.425481,1
8513,7CE42429-7928-41AE-973A-82DB5D140CAF,BROWARD COMMUNITY &amp; FAMILY HEALTH CENTER INC.,,954-967-0028,954-272-0294,954-967-0028 x301,www.bcfhc.org,40,N,Y,N,N,N,5010 Hollywood Blvd # 100-B,Hollywood,FL,33021-6516,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,11,Broward,12011,12,Florida,Region IV,BPS-H80-007706,39783,39783,26.010346,-80.194017,1
8545,2BBA38C2-60B3-4E58-8521-15735182CFC6,COMMUNITY HEALTH CENTER - APOPKA PEDIATRIC CARE,04166G,407-886-6201,407-886-3822,407-886-6201,WWW.CHCFL.COM,48,Y,Y,N,N,N,618 S Forest Ave,Apopka,FL,32703-5338,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,95,Orange,12095,12,Florida,Region IV,BPS-H80-000502,35278,35278,28.670387,-81.507464,1
8550,ECA83916-8DD9-4A15-A8F9-415A60DC032C,GOLDEN GATE PEDIATRICS,04170F,239-455-5105,239-658-3051,239-658-3025,WWW.COLLIER.ORG,42,Y,Y,N,N,N,5034 Coronado Pkwy,Naples,FL,34116-6950,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,21,Collier,12021,12,Florida,Region IV,BPS-H80-001472,35803,35803,26.182957,-81.707383,1
8551,721FFB55-BA3E-4D86-8612-6A35639ADB74,COMMUNITY HEALTH CENTERS INC.,41660,407-905-8827,407-905-8978,407-905-8827,WWW.CHCFL.COM,40,Y,Y,N,N,N,110 S Woodland St,Winter Garden,FL,34787-3546,Unknown,Permanent,Administrative,Full-Time,Year-Round,95,Orange,12095,12,Florida,Region IV,BPS-H80-002351,26651,26651,28.564521,-81.584587,1
8576,27C33407-BA30-42FE-AB1A-6CA2F770F10B,TFHC #18 - West Waters,041281P,813-490-5420,813-490-5421,813-866-0930,http://www.tampachc.com/,50,N,Y,N,N,Y,8213 W Waters Ave,Tampa,FL,33615-1822,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,57,Hillsborough,12057,12,Florida,Region IV,BPS-H80-002406,39264,39264,28.026038,-82.572557,1
8619,D9C004D9-1103-4C34-8D48-1D064DAE0F77,MOBILE MEDICAL UNIT,04204A,727-582-7781,727-582-7912,727-464-8416,www.pinellascounty.org,27,N,N,N,N,Y,647 1st Ave N,Saint Petersburg,FL,33701-3601,All Other Clinic Types,Mobile Van,Service Delivery Site,Full-Time,Year-Round,103,Pinellas,12103,12,Florida,Region IV,BPS-H80-000672,32118,32118,27.772053,-82.642762,1
8629,B2DE3525-3732-44CC-A5FC-B366080CEC58,The Sulzbacher Center Beach HOPE mobile outreach van,,,904-356-4084,904-224-3550,www.sulzbachercenter.org,40,N,N,N,N,Y,850 6th Ave S Ste 200,Jacksonville Beach,FL,32250-4256,All Other Clinic Types,Permanent,Service Delivery Site,Unknown,Year-Round,31,Duval,12031,12,Florida,Region IV,BPS-H80-007876,39448,39661,30.281621,-81.39673,1
8633,8353C708-5092-4130-8397-53BB656E91C7,Sylvania Heights Elementary,,305-351-1316,305-446-5409,305-351-1316,www.helenbbentleyfamilyhealthcenter.com,40,N,Y,N,N,N,5901 SW 16th St,Miami,FL,33155-2106,School,Permanent,Service Delivery Site,Full-Time,Year-Round,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-001867,39114,39114,25.756153,-80.292109,1
8686,66BB062A-4E0E-4D51-82D0-0F0B8C62CA87,FORT LAUDERDALE RETIREMENT HOME,041294J,954-524-3312,954-831-2707,954-524-3312,browardhealth.org,8,N,N,N,N,Y,401 SE 12th Ct,Fort Lauderdale,FL,33316-1919,Nursing Home,Permanent,Service Delivery Site,Part-Time,Year-Round,11,Broward,12011,12,Florida,Region IV,BPS-H80-005766,35370,35370,26.1067,-80.138756,1
8740,23B1AB68-D3C2-46B5-885D-88B8DA961DF4,Bunch Park Elementary School,,,305-628-1416,305-621-1469,unkn,40,N,Y,N,N,N,16001 Bunch Park Dr,Miami Gardens,FL,33054,School,Seasonal,Service Delivery Site,Unknown,Seasonal,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-007510,39142,39602,25.920715,-80.233606,1
8751,DA0D0506-B1FC-495C-B05B-7A8D937F1BCF,TFHC #17 - West Tampa,041281L,813-490-1426,813-490-1760,813-866-0930,http://www.tampachc.com/,40,N,Y,N,N,Y,2103 N Rome Ave,Tampa,FL,33607-3509,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,57,Hillsborough,12057,12,Florida,Region IV,BPS-H80-002696,37996,37996,27.960843,-82.47664,1
8755,ABD8672C-7761-4718-B267-A64A1305C468,North County Family Vision Center,,941-776-4000,941-776-4010,941-776-4000,www.mcrhs.org,40,Y,Y,N,N,N,1945 Northgate Blvd,Sarasota,FL,34234-2143,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,115,Sarasota,12115,12,Florida,Region IV,BPS-H80-008891,40101,39993,27.372117,-82.532087,1
8767,E3EFE16D-9558-4999-A72F-E5DB26E14640,Bond Community Health Center Inc.,,850-576-4073,850-576-2824,850-576-4073 x205,bondchc.com,63,N,Y,N,Y,Y,1720 S Gadsden St,Tallahassee,FL,32301-5506,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,Full-Time,Year-Round,73,Leon,12073,12,Florida,Region IV,BPS-H80-008195,39995,39995,30.425573,-84.278254,1
8774,0FEEC72C-502B-4CBD-AB6C-F1FA72F7A46B,PHP,,305-888-1982,,305-424-3100,,,N,Y,N,N,N,240 E 1st Ave Ste 115,Hialeah,FL,33010-4923,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-009871,39630,40414,25.824015,-80.2794,1
8797,11E3E708-A419-44D5-8099-A8DA514FCF8D,Palms Medical Group,,386-935-3090,,352-463-4501,,40,N,Y,N,N,N,109 SW Savannah Ave,Branford,FL,32008,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,121,Suwannee,12121,12,Florida,Region IV,BPS-H80-010313,40575,40557,29.959987,-82.925961,1
8839,C3D8E189-122A-444C-BF6D-CAF182BE194F,WEST HOMESTEAD ELEMENTARY SBHC,04032Y,305-248-0812,305-247-3205,305-252-4853,www.chisouthfl.org,40,Y,Y,N,N,Y,1550 SW 6th St,Homestead,FL,33030-6711,School,Permanent,Service Delivery Site,Full-Time,Year-Round,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-004494,39162,39162,25.464229,-80.495117,1
8886,A92B887A-E396-4314-9DF0-8C2F9F891825,SCHC PEDIATRICS,04175F,813-349-7654,813-349-7655,813-349-7568,suncoast-chc.org,56,Y,Y,N,N,N,502 N Mobley St,Plant City,FL,33563-2904,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,57,Hillsborough,12057,12,Florida,Region IV,BPS-H80-003082,37895,37841,28.01915,-82.142022,1
8897,B8514744-0C77-4CA2-8B34-D419693CD1A3,Charles Hadley Elementary School,,,305-267-2984,305-261-3453,unkn,40,N,Y,N,N,N,8400 NW 7th St,Miami,FL,33126-3802,School,Seasonal,Service Delivery Site,Unknown,Seasonal,86,Miami-Dade,12086,12,Florida,Region IV,BPS-H80-007512,39142,39602,25.776679,-80.33206,1
8909,3A32D336-D4EB-4948-BC70-4F19482A15D1,MANATEE PEDS &amp; WESTGATE OBGYN,04431X,941-748-4602,941-747-9230,941-776-4000,WWW.MCRHS.ORG,44,Y,Y,N,N,N,712 39th St W,Bradenton,FL,34205-2454,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,81,Manatee,12081,12,Florida,Region IV,BPS-H80-001763,38356,38356,27.493277,-82.599745,1
8972,45C9CEA4-C732-4253-A404-9E121877BDBA,TREASURE COAST COMMUNITY HEALTH INC. Central Vero Beach,,772-257-8224,,772-571-1986,,,Y,Y,N,N,N,1555 Us Highway 1 Ste 105,Vero Beach,FL,32960-4728,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,61,Indian River,12061,12,Florida,Region IV,BPS-H80-011215,40840,40969,27.629927,-80.389225,1
8973,7119D011-9613-4820-939D-952B776A7139,ARCADIA OPTOMETRY CENTER,04431AA,941-751-8100,,941-776-4000,WWW.MCRHS.ORG,40,Y,Y,N,N,N,1901 SE Baker St,Arcadia,FL,34266-8871,All Other Clinic Types,Permanent,Service Delivery Site,Full-Time,Year-Round,27,DeSoto,12027,12,Florida,Region IV,BPS-H80-003279,12/31/1899,37995,27.209094,-81.848485,1
8978,A8D96A83-6EA0-484C-B967-26F5DF647381,STEPPING STONES,041294N,954-764-5419,954-831-2707,954-764-5419,browardhealth.org,8,N,N,N,N,Y,901 NE 17th St,Fort Lauderdale,FL,33305-3120,All Other Clinic Types,Permanent,Service Delivery Site,Part-Time,Year-Round,11,Broward,12011,12,Florida,Region IV,BPS-H80-005954,33543,33543,26.149872,-80.134199,1
8981,900AC522-A562-4DD8-9745-3FF5D15B84EB,TFHC #12 - Mobil Dental Van,,813-866-0930,813-866-0929,813-866-0930,http://www.tampachc.com/,32,N,Y,N,N,Y,1502 E Fowler Ave,Tampa,FL,33612-5416,All Other Clinic Types,Mobile Van,Service Delivery Site,Full-Time,Year-Round,57,Hillsborough,12057,12,Florida,Region IV,BPS-H80-007699,39741,39721,28.054627,-82.442614,1
8988,A97F6917-FF64-4DB8-9334-9CEA07CECC51,PUTNAM COMMUNITY MEDICAL CENTER,04034G,386-328-5711,386-328-2570,386-328-0108,,168,Y,Y,N,N,N,611 Zeagler Dr,Palatka,FL,32177-3810,Hospital,Permanent,Service Delivery Site,Full-Time,Year-Round,107,Putnam,12107,12,Florida,Region IV,BPS-H80-003421,34851,34851,29.642695,-81.693511,1
9042,CC69A08A-3DAE-49CD-85E8-DA3CF5931D25,Murat Hills Head Start,,850-580-3227,850-580-3285,850-201-2050,,8,N,Y,N,Y,Y,1888 Jackson Bluff Rd,Tallahassee,FL,32304-4154,School,Permanent,Service Delivery Site,Part-Time,Year-Round,73,Leon,12073,12,Florida,Region IV,BPS-H80-011221,27220,40969,30.434378,-84.314499,1
9051,C8BEC3E8-B8F1-4C1A-985D-08DBA848E6BA,PALATKA FAMILY MEDICAL CENTER,40340,386-328-8371,386-328-1519,386-328-0108,,40,Y,Y,N,N,N,1302 River St,Palatka,FL,32177-5042,All Other Clinic Types,Permanent,Administrative/Service Delivery Site,Full-Time,Year-Round,107,Putnam,12107,12,Florida,Region IV,BPS-H80-000254,27760,28135,29.638741,-81.643514,1
